46	0	0	14
46	0	1	7
46	0	2	10
46	0	3	14
46	0	4	12
46	0	5	15
46	0	6	13
46	0	7	14
46	0	8	9
46	0	9	13
46	0	10	11
46	0	11	12
46	0	12	9
46	0	13	14
46	0	14	10
46	0	15	11
46	0	16	12
46	0	17	9
46	0	18	13
46	0	19	12
46	0	20	1
46	0	21	2
46	0	22	3
46	0	23	9
46	0	24	8
46	0	25	12
46	0	26	7
46	0	27	14
46	0	28	6
46	0	29	12
46	0	30	14
46	0	31	11
46	0	32	13
46	0	33	7
46	0	34	8
46	0	35	13
46	0	36	6
46	0	37	8
46	0	38	7
46	0	39	10
46	0	40	11
46	0	41	13
46	0	42	4
46	0	43	5
46	0	44	9
46	0	45	14
46	0	46	11
46	0	47	6
46	0	48	8
46	0	49	10
46	0	50	7
46	0	51	6
46	0	52	12
46	0	53	9
46	0	54	7
46	0	55	10
46	0	56	13
46	0	57	6
46	0	58	8
46	0	59	11
46	0	60	12
46	0	61	8
46	0	62	11
46	0	63	6
46	0	64	14
46	0	65	10
46	0	66	9
46	0	67	14
46	0	68	10
46	0	69	11
46	0	70	13
46	0	71	10
46	0	72	8
46	0	73	11
46	0	74	9
46	0	75	6
46	0	76	13
46	0	77	7
46	0	78	10
46	0	79	12
46	1	0	13
46	1	1	12
46	1	2	6
46	1	3	13
46	1	4	10
46	1	5	15
46	1	6	12
46	1	7	13
46	1	8	9
46	1	9	14
46	1	10	13
46	1	11	12
46	1	12	11
46	1	13	7
46	1	14	14
46	1	15	10
46	1	16	9
46	1	17	12
46	1	18	11
46	1	19	13
46	1	20	1
46	1	21	2
46	1	22	3
46	1	23	11
46	1	24	8
46	1	25	12
46	1	26	14
46	1	27	9
46	1	28	13
46	1	29	11
46	1	30	12
46	1	31	14
46	1	32	10
46	1	33	13
46	1	34	11
46	1	35	12
46	1	36	14
46	1	37	11
46	1	38	13
46	1	39	14
46	1	40	12
46	1	41	11
46	1	42	4
46	1	43	5
46	1	44	13
46	1	45	9
46	1	46	7
46	1	47	11
46	1	48	6
46	1	49	9
46	1	50	12
46	1	51	14
46	1	52	6
46	1	53	10
46	1	54	13
46	1	55	7
46	1	56	9
46	1	57	12
46	1	58	6
46	1	59	10
46	1	60	8
46	1	61	6
46	1	62	14
46	1	63	7
46	1	64	8
46	1	65	14
46	1	66	9
46	1	67	8
46	1	68	11
46	1	69	10
46	1	70	7
46	1	71	9
46	1	72	8
46	1	73	14
