28	0	0	17
28	0	1	10
28	0	2	13
28	0	3	17
28	0	4	15
28	0	5	18
28	0	6	16
28	0	7	17
28	0	8	12
28	0	9	16
28	0	10	14
28	0	11	15
28	0	12	12
28	0	13	17
28	0	14	13
28	0	15	14
28	0	16	15
28	0	17	12
28	0	18	16
28	0	19	15
28	0	20	1
28	0	21	2
28	0	22	3
28	0	23	12
28	0	24	11
28	0	25	15
28	0	26	10
28	0	27	17
28	0	28	9
28	0	29	15
28	0	30	17
28	0	31	14
28	0	32	16
28	0	33	10
28	0	34	11
28	0	35	16
28	0	36	9
28	0	37	11
28	0	38	10
28	0	39	13
28	0	40	14
28	0	41	16
28	0	42	7
28	0	43	8
28	0	44	12
28	0	45	17
28	0	46	14
28	0	47	9
28	0	48	11
28	0	49	13
28	0	50	10
28	0	51	9
28	0	52	15
28	0	53	12
28	0	54	10
28	0	55	13
28	0	56	16
28	0	57	9
28	0	58	11
28	0	59	14
28	0	60	15
28	0	61	11
28	0	62	14
28	0	63	9
28	0	64	17
28	0	65	13
28	0	66	12
28	0	67	17
28	0	68	13
28	0	69	14
28	0	70	16
28	0	71	13
28	0	72	11
28	0	73	14
28	0	74	12
28	0	75	9
28	0	76	16
28	0	77	10
28	0	78	13
28	0	79	15
28	1	0	16
28	1	1	15
28	1	2	9
28	1	3	16
28	1	4	13
28	1	5	18
28	1	6	12
28	1	7	16
28	1	8	15
28	1	9	17
28	1	10	19
28	1	11	15
28	1	12	17
28	1	13	14
28	1	14	10
28	1	15	13
28	1	16	12
28	1	17	15
28	1	18	14
28	1	19	16
28	1	20	1
28	1	21	2
28	1	22	3
28	1	23	14
28	1	24	11
28	1	25	15
28	1	26	17
28	1	27	9
28	1	28	13
28	1	29	16
28	1	30	15
28	1	31	17
28	1	32	4
28	1	33	16
28	1	34	14
28	1	35	11
28	1	36	17
28	1	37	12
28	1	38	11
28	1	39	14
28	1	40	17
28	1	41	15
28	1	42	7
28	1	43	8
28	1	44	16
28	1	45	12
28	1	46	10
28	1	47	13
28	1	48	9
28	1	49	12
28	1	50	15
28	1	51	17
28	1	52	5
28	1	53	16
28	1	54	14
28	1	55	10
28	1	56	12
28	1	57	15
28	1	58	9
28	1	59	13
28	1	60	11
28	1	61	9
28	1	62	17
28	1	63	10
28	1	64	15
28	1	65	17
28	1	66	6
28	1	67	16
28	1	68	14
28	1	69	13
28	1	70	10
28	1	71	12
28	1	72	11
28	1	73	17
28	1	74	13
28	1	75	11
28	1	76	16
28	1	77	12
28	1	78	13
28	1	79	14
28	2	0	17
28	2	1	16
28	2	2	15
28	2	3	13
28	2	4	17
28	2	5	18
28	2	6	15
28	2	7	11
28	2	8	13
28	2	9	14
28	2	10	19
28	2	11	12
28	2	12	16
28	2	13	17
28	2	14	13
28	2	15	20
28	2	16	14
28	2	17	15
28	2	18	16
28	2	19	14
28	2	20	1
28	2	21	2
28	2	22	3
28	2	23	12
28	2	24	17
28	2	25	14
28	2	26	12
28	2	27	11
28	2	28	13
28	2	29	16
28	2	30	12
28	2	31	10
28	2	32	11
28	2	33	15
28	2	34	12
28	2	35	17
28	2	36	11
28	2	37	13
28	2	38	15
28	2	39	16
28	2	40	17
28	2	41	12
28	2	42	7
28	2	43	8
28	2	44	17
28	2	45	9
28	2	46	15
28	2	47	12
28	2	48	16
28	2	49	10
28	2	50	15
28	2	51	14
28	2	52	10
28	2	53	15
28	2	54	14
28	2	55	16
